sample_index,roll_id,die_index,value,held,source,rescued,rescue_kind,escape_recovered,stuck_reroll,stuck_nudge,stuck_reason,final_align,unsettled_secs,floor_stuck_secs,final_angular_speed,final_linear_speed,final_x,final_z,final_height,spawn_x,spawn_y,spawn_z,roll_duration_secs
10869,8405,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0645,0.0534,0.0215,0.0622,0.0582,0.0606,1.000
10870,8406,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0820,-0.0803,0.0216,-0.0538,0.0813,-0.0667,1.267
10871,8406,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0688,-0.0860,0.0216,0.0595,0.0663,-0.0556,1.267
10872,8406,2,5,false,batch,false,,false,false,false,,0.973,0.000,0.000,0.0000,0.0000,-0.0421,0.0326,0.0249,0.0027,0.0714,-0.0015,1.267
10873,8406,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0607,0.0916,0.0216,-0.0573,0.0740,0.0623,1.267
10874,8406,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0903,0.0926,0.0216,0.0454,0.0568,0.0584,1.267
10875,8407,0,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0587,-0.0392,0.0216,-0.0662,0.0607,-0.0431,1.483
10876,8407,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0485,-0.0579,0.0216,0.0543,0.0531,-0.0670,1.483
10877,8407,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0050,0.0046,0.0216,0.0050,0.0754,0.0008,1.483
10878,8407,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0544,0.0659,0.0216,-0.0488,0.0780,0.0522,1.483
10879,8407,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0607,0.0291,0.0215,0.0581,0.0687,0.0516,1.483
10880,8408,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0891,-0.0910,0.0216,-0.0616,0.0865,-0.0486,0.750
10881,8408,1,1,false,batch,false,,false,false,false,,0.977,0.000,0.000,0.0000,0.0000,0.0718,-0.0591,0.0247,0.0485,0.0560,-0.0578,0.750
10882,8408,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0792,0.0006,0.0216,-0.0068,0.0597,0.0091,0.750
10883,8408,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0516,0.0594,0.0216,-0.0506,0.0596,0.0597,0.750
10884,8408,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0757,0.0509,0.0215,0.0629,0.0893,0.0591,0.750
10885,8409,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0468,-0.0583,0.0216,-0.0523,0.0726,-0.0654,1.350
10886,8409,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0859,-0.0909,0.0216,0.0476,0.0853,-0.0466,1.350
10887,8409,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0014,0.0688,0.0216,0.0119,0.0650,-0.0027,1.350
10888,8409,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0614,0.0718,0.0216,-0.0626,0.0815,0.0587,1.350
10889,8409,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0522,0.0602,0.0216,0.0541,0.0768,0.0544,1.350
10890,8410,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0524,-0.0500,0.0216,-0.0605,0.0717,-0.0532,0.850
10891,8410,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0433,-0.0488,0.0216,0.0609,0.0618,-0.0633,0.850
10892,8410,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0127,0.0065,0.0216,0.0107,0.0562,0.0078,0.850
10893,8410,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0359,0.0339,0.0216,-0.0439,0.0663,0.0568,0.850
10894,8410,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0451,0.0375,0.0215,0.0652,0.0694,0.0473,0.850
10895,8411,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0546,-0.0520,0.0216,-0.0647,0.0670,-0.0564,1.133
10896,8411,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0392,-0.0581,0.0216,0.0585,0.0539,-0.0579,1.133
10897,8411,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0073,-0.0222,0.0216,-0.0027,0.0786,-0.0016,1.133
10898,8411,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0726,0.0951,0.0216,-0.0494,0.0709,0.0586,1.133
10899,8411,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0645,0.0549,0.0215,0.0489,0.0759,0.0520,1.133
10900,8412,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0661,-0.0631,0.0216,-0.0564,0.0660,-0.0500,1.433
10901,8412,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0888,-0.0887,0.0216,0.0523,0.0631,-0.0561,1.433
10902,8412,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0730,-0.0408,0.0216,0.0019,0.0727,0.0043,1.433
10903,8412,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0678,0.0682,0.0216,-0.0554,0.0834,0.0445,1.433
10904,8412,4,6,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0943,0.0963,0.0216,0.0528,0.0746,0.0432,1.433
10905,8413,0,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0379,-0.0697,0.0216,-0.0493,0.0534,-0.0507,0.000
10906,8413,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0774,-0.0493,0.0216,0.0611,0.0508,-0.0476,0.000
10907,8413,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0844,0.0323,0.0216,0.0085,0.0638,-0.0074,0.000
10908,8413,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0571,0.0749,0.0216,-0.0540,0.0749,0.0638,0.000
10909,8413,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0633,0.0465,0.0215,0.0454,0.0542,0.0602,0.000
10910,8414,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0418,-0.0743,0.0216,-0.0449,0.0879,-0.0563,0.917
10911,8414,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0972,-0.0598,0.0216,0.0660,0.0774,-0.0430,0.917
10912,8414,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0557,-0.0972,0.0216,-0.0103,0.0823,0.0015,0.917
10913,8414,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0858,0.0716,0.0216,-0.0545,0.0701,0.0640,0.917
10914,8414,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0482,0.0363,0.0216,0.0480,0.0701,0.0473,0.917
10915,8415,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0795,-0.0824,0.0216,-0.0586,0.0521,-0.0629,0.950
10916,8415,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0972,0.0037,0.0216,0.0549,0.0559,-0.0519,0.950
10917,8415,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0389,-0.0206,0.0216,0.0048,0.0622,0.0038,0.950
10918,8415,3,6,false,batch,false,,false,false,false,,0.975,0.000,0.000,0.0000,0.0000,-0.0936,0.0733,0.0247,-0.0434,0.0710,0.0439,0.950
10919,8415,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0835,0.0880,0.0216,0.0450,0.0505,0.0437,0.950
10920,8416,0,1,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0653,-0.0679,0.0216,-0.0475,0.0795,-0.0661,1.050
10921,8416,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0575,-0.0482,0.0216,0.0596,0.0677,-0.0580,1.050
10922,8416,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0046,-0.0310,0.0216,-0.0051,0.0653,0.0056,1.050
10923,8416,3,6,false,batch,false,,false,false,false,,0.970,0.000,0.000,0.0000,0.0000,-0.0873,0.0885,0.0250,-0.0453,0.0841,0.0452,1.050
10924,8416,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0639,0.0823,0.0215,0.0498,0.0808,0.0619,1.050
10925,8417,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0697,-0.0514,0.0216,-0.0631,0.0746,-0.0556,0.500
10926,8417,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0748,-0.0929,0.0216,0.0540,0.0703,-0.0574,0.500
10927,8417,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0133,-0.0730,0.0216,-0.0043,0.0831,0.0089,0.500
10928,8417,3,2,false,batch,false,,false,false,false,,0.968,0.000,0.000,0.0000,0.0000,-0.0807,0.0861,0.0251,-0.0581,0.0729,0.0562,0.500
10929,8417,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0600,0.0615,0.0215,0.0630,0.0563,0.0609,0.500
10930,8418,0,1,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0964,-0.0929,0.0216,-0.0591,0.0774,-0.0641,0.933
10931,8418,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0904,-0.0651,0.0216,0.0593,0.0588,-0.0515,0.933
10932,8418,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0449,0.0003,0.0216,-0.0078,0.0629,-0.0087,0.933
10933,8418,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0573,0.0948,0.0216,-0.0546,0.0506,0.0585,0.933
10934,8418,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0577,0.0694,0.0215,0.0459,0.0588,0.0620,0.933
10935,8419,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0592,-0.0792,0.0216,-0.0452,0.0859,-0.0640,0.850
10936,8419,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0576,-0.0443,0.0216,0.0438,0.0872,-0.0605,0.850
10937,8419,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0046,0.0081,0.0216,0.0118,0.0822,0.0057,0.850
10938,8419,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0576,0.0587,0.0216,-0.0657,0.0645,0.0626,0.850
10939,8419,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0835,0.0841,0.0215,0.0513,0.0522,0.0617,0.850
10940,8420,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0645,-0.0912,0.0216,-0.0636,0.0631,-0.0631,0.800
10941,8420,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0961,-0.0847,0.0216,0.0554,0.0576,-0.0505,0.800
10942,8420,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0406,-0.0110,0.0216,-0.0013,0.0573,-0.0120,0.800
10943,8420,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0701,0.0714,0.0216,-0.0449,0.0534,0.0484,0.800
10944,8420,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0725,0.0557,0.0215,0.0668,0.0811,0.0460,0.800
10945,8421,0,5,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0559,-0.0642,0.0216,-0.0502,0.0783,-0.0568,0.050
10946,8421,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0659,-0.0709,0.0216,0.0574,0.0721,-0.0626,0.050
10947,8421,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0083,-0.0012,0.0216,-0.0067,0.0632,-0.0071,0.050
10948,8421,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0454,0.0372,0.0216,-0.0629,0.0637,0.0434,0.050
10949,8421,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0333,0.0313,0.0215,0.0481,0.0614,0.0579,0.050
10950,8422,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0404,0.0131,0.0216,-0.0631,0.0504,-0.0539,1.083
10951,8422,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0535,-0.0502,0.0216,0.0457,0.0785,-0.0501,1.083
10952,8422,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0311,-0.0972,0.0216,-0.0064,0.0606,0.0069,1.083
10953,8422,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0678,0.0859,0.0216,-0.0660,0.0873,0.0617,1.083
10954,8422,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0363,0.0695,0.0215,0.0525,0.0823,0.0619,1.083
10955,8423,0,6,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0360,-0.0274,0.0216,-0.0469,0.0809,-0.0607,0.933
10956,8423,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0850,-0.0921,0.0216,0.0617,0.0680,-0.0497,0.933
10957,8423,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0611,-0.0316,0.0216,-0.0065,0.0758,0.0042,0.933
10958,8423,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0639,0.0683,0.0216,-0.0555,0.0847,0.0618,0.933
10959,8423,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0536,0.0529,0.0216,0.0470,0.0664,0.0616,0.933
10960,8424,0,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0734,-0.0543,0.0216,-0.0658,0.0860,-0.0525,0.817
10961,8424,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0566,-0.0492,0.0216,0.0496,0.0753,-0.0532,0.817
10962,8424,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0336,-0.0159,0.0216,0.0057,0.0746,0.0090,0.817
10963,8424,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0544,0.0352,0.0216,-0.0541,0.0689,0.0470,0.817
10964,8424,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0870,0.0675,0.0215,0.0607,0.0598,0.0455,0.817
10965,8425,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0948,-0.0835,0.0216,-0.0531,0.0649,-0.0657,1.417
10966,8425,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0813,-0.0842,0.0216,0.0434,0.0830,-0.0432,1.417
10967,8425,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0111,-0.0402,0.0216,0.0001,0.0503,-0.0079,1.417
10968,8425,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0952,0.0688,0.0216,-0.0439,0.0646,0.0581,1.417
10969,8425,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0485,0.0588,0.0215,0.0465,0.0727,0.0545,1.417
10970,8426,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0713,-0.0525,0.0216,-0.0616,0.0746,-0.0666,0.833
10971,8426,1,5,false,batch,false,,false,false,false,,0.964,0.000,0.000,0.0000,0.0000,0.0631,-0.0636,0.0252,0.0608,0.0698,-0.0584,0.833
10972,8426,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0451,-0.0006,0.0216,0.0012,0.0827,0.0118,0.833
10973,8426,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0720,0.0831,0.0216,-0.0444,0.0697,0.0625,0.833
10974,8426,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0616,0.0670,0.0216,0.0633,0.0502,0.0627,0.833
10975,8427,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0776,-0.0832,0.0216,-0.0657,0.0758,-0.0493,1.183
10976,8427,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0578,-0.0609,0.0216,0.0656,0.0550,-0.0562,1.183
10977,8427,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0018,-0.0044,0.0216,-0.0020,0.0662,0.0098,1.183
10978,8427,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0507,0.0471,0.0216,-0.0568,0.0777,0.0601,1.183
10979,8427,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0235,0.0538,0.0215,0.0447,0.0742,0.0590,1.183
10980,8428,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0584,-0.0490,0.0216,-0.0551,0.0562,-0.0441,1.018
10981,8428,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0895,-0.0956,0.0216,0.0443,0.0891,-0.0570,1.018
10982,8428,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0232,-0.0233,0.0216,-0.0058,0.0847,-0.0075,1.018
10983,8428,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0883,0.0569,0.0216,-0.0526,0.0751,0.0637,1.018
10984,8428,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0590,0.0403,0.0216,0.0653,0.0562,0.0595,1.018
10985,8429,0,5,false,batch,false,,false,false,false,,0.969,0.000,0.000,0.0000,0.0000,-0.0928,-0.0521,0.0250,-0.0666,0.0895,-0.0453,1.016
10986,8429,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0637,-0.0641,0.0216,0.0641,0.0624,-0.0603,1.016
10987,8429,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0083,0.0087,0.0216,0.0084,0.0718,0.0059,1.016
10988,8429,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0606,0.0527,0.0216,-0.0627,0.0560,0.0482,1.016
10989,8429,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0405,0.0727,0.0216,0.0484,0.0763,0.0650,1.016
10990,8430,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0637,-0.0407,0.0216,-0.0666,0.0753,-0.0655,0.500
10991,8430,1,4,false,batch,true,floor,false,false,false,,0.888,1.900,4.000,0.0285,0.0007,0.0882,-0.0943,0.0268,0.0534,0.0826,-0.0521,0.500
10992,8430,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0237,0.0841,0.0216,0.0076,0.0550,0.0062,0.500
10993,8430,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0824,0.0579,0.0216,-0.0662,0.0824,0.0527,0.500
10994,8430,4,4,false,batch,true,floor,false,true,false,floor-stuck-timeout,0.791,0.583,4.000,0.0192,0.0004,0.0949,0.0628,0.0281,0.0448,0.0509,0.0578,0.500
10995,8431,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0334,-0.0495,0.0216,-0.0463,0.0655,-0.0506,1.100
10996,8431,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0489,-0.0494,0.0216,0.0461,0.0654,-0.0444,1.100
10997,8431,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0266,0.0043,0.0216,0.0035,0.0841,0.0080,1.100
10998,8431,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0760,0.0360,0.0216,-0.0578,0.0898,0.0462,1.100
10999,8431,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0520,0.0523,0.0215,0.0493,0.0527,0.0527,1.100
11000,8432,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0914,-0.0543,0.0216,-0.0574,0.0781,-0.0460,0.250
11001,8432,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0571,-0.0471,0.0216,0.0521,0.0781,-0.0503,0.250
11002,8432,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0552,0.0034,0.0216,0.0006,0.0522,0.0019,0.250
11003,8432,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0694,0.0542,0.0216,-0.0582,0.0895,0.0616,0.250
11004,8432,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0743,0.0512,0.0216,0.0650,0.0533,0.0519,0.250
10000,8433,0,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0943,-0.0380,0.0216,-0.0525,0.0504,-0.0619,1.217
10001,8433,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0593,-0.0647,0.0216,0.0633,0.0754,-0.0586,1.217
10002,8433,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0729,0.0095,0.0216,0.0105,0.0527,0.0020,1.217
10003,8433,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0692,0.0563,0.0216,-0.0444,0.0705,0.0595,1.217
10004,8433,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0425,0.0572,0.0215,0.0520,0.0657,0.0483,1.217
10005,8434,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0741,-0.0470,0.0216,-0.0579,0.0889,-0.0542,0.800
10006,8434,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0850,-0.0728,0.0216,0.0447,0.0835,-0.0481,0.800
10007,8434,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0116,0.0048,0.0216,0.0107,0.0698,-0.0093,0.800
10008,8434,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0674,0.0824,0.0216,-0.0601,0.0775,0.0563,0.800
10009,8434,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0586,0.0549,0.0215,0.0498,0.0810,0.0566,0.800
10010,8435,0,3,false,batch,false,,false,false,false,,0.970,0.000,0.000,0.0000,0.0000,-0.0954,-0.0923,0.0250,-0.0465,0.0653,-0.0527,1.050
10011,8435,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0846,-0.0970,0.0216,0.0541,0.0775,-0.0604,1.050
10012,8435,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0394,-0.0627,0.0216,0.0084,0.0841,-0.0099,1.050
10013,8435,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0562,0.0590,0.0216,-0.0433,0.0893,0.0460,1.050
10014,8435,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0586,0.0488,0.0216,0.0667,0.0782,0.0638,1.050
10015,8436,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0557,-0.0807,0.0216,-0.0500,0.0850,-0.0619,1.267
10016,8436,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0969,-0.0567,0.0216,0.0613,0.0657,-0.0494,1.267
10017,8436,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0831,-0.0121,0.0216,0.0093,0.0531,0.0028,1.267
10018,8436,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0730,0.0455,0.0216,-0.0653,0.0856,0.0529,1.267
10019,8436,4,1,false,batch,false,,false,false,false,,0.976,0.000,0.000,0.0000,0.0000,0.0828,0.0846,0.0247,0.0469,0.0624,0.0441,1.267
10020,8437,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0360,-0.0501,0.0216,-0.0449,0.0790,-0.0654,1.117
10021,8437,1,1,false,batch,false,,false,false,false,,0.999,0.000,0.000,0.0000,0.0000,0.0960,-0.0833,0.0223,0.0612,0.0553,-0.0455,1.117
10022,8437,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0563,0.0033,0.0216,0.0090,0.0588,-0.0059,1.117
10023,8437,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0421,0.0675,0.0216,-0.0605,0.0659,0.0663,1.117
10024,8437,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0495,0.0442,0.0216,0.0545,0.0819,0.0456,1.117
10025,8438,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0484,-0.0643,0.0216,-0.0458,0.0522,-0.0546,0.967
10026,8438,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0237,-0.0912,0.0216,0.0550,0.0532,-0.0643,0.967
10027,8438,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0294,-0.0116,0.0216,-0.0014,0.0825,0.0081,0.967
10028,8438,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0762,0.0463,0.0216,-0.0576,0.0653,0.0457,0.967
10029,8438,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0598,0.0671,0.0216,0.0609,0.0688,0.0669,0.967
